"","Common_Name","Retrieval_Year","Trip_Type","Catch_Latitude","Catch_Longitude","Catch_Handling","Condition_On_Arrival","Catch_Fate","Sex_Of_Shark","Shark_Length_Estimate"
"2798","Blacknose Shark",2018,"Longline",25.0698,-83.5152,"Brought on Board (Retained/Discarded)","Dead on Arrival - Undamaged","Discarded - Dead","Female","Small (Less than 1m)"
"2799","Sandbar Shark",2016,"Longline",26.4515,-83.0645,"Cut-off at Rail (No Entanglement)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Known Adult - Undetermined Sex","Large (Greater than 2m)"
"2800","Dogfish, Spiny (Cuban)",2020,"Longline",27.6197,-93.1108,"Brought on Board (Retained/Discarded)","Live - Healthy","Retained as Bait","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2801","Tiger Shark",2020,"Longline",28.0167,-92.5872,"Cut-off at Rail (No Entanglement)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2802","Atlantic Sharpnose Shark",2016,"Longline",24.6756,-83.1588,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Dead","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2803","Dogfish, Smooth (Florida)",2019,"Longline",28.1536,-90.2084,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2804","Dogfish, Spiny (Cuban)",2019,"Longline",27.8137,-92.7687,"Brought on Board (Retained/Discarded)","Live - Healthy","Retained as Bait","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2805","Dogfish, Spiny (Cuban)",2023,"Longline",29.0424,-86.0786,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2806","Dogfish, Spiny (Cuban)",2020,"Longline",27.6068,-93.1359,"Brought on Board (Retained/Discarded)","Live - Healthy","Retained as Bait","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2807","Dogfish, Spiny (Cuban)",2021,"Longline",27.6539,-93.4073,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2808","Dogfish, Smooth (Florida)",2020,"Longline",27.0076,-84.0144,"Cut-off at Rail (No Entanglement)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2809","Dogfish, Smooth (Florida)",2019,"Longline",28.1161,-90.5587,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2810","Dogfish, Spiny (Cuban)",2022,"Longline",28.2176,-85.5565,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2811","Dogfish, Smooth (Florida)",2022,"Longline",27.4761,-96.1052,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Known Adult - Undetermined Sex","Medium (Between 1m and 2m)"
"2812","Dogfish, Smooth (Florida)",2020,"Longline",27.9271,-92.4989,"Unknown Handling","Live - Healthy","Discarded - Unknown","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2813","Dogfish, Spiny (Cuban)",2022,"Longline",29.0252,-85.9059,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2814","Dogfish, Smooth (Florida)",2022,"Longline",27.3716,-96.2172,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Known Adult - Undetermined Sex","Medium (Between 1m and 2m)"
"2815","Sandbar Shark",2019,"Longline",26.622,-96.4459,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Known Juvenile","Medium (Between 1m and 2m)"
"2816","Blacknose Shark",2019,"Longline",27.3112,-83.4813,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2817","Dogfish, Spiny (Cuban)",2023,"Longline",28.6951,-85.9208,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2818","Sandbar Shark",2021,"Longline",27.5735,-83.6774,"Cut-off at Rail (No Entanglement)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2819","Sandbar Shark",2023,"Longline",25.1938,-83.8838,"Cut-off at Rail (No Entanglement)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Known Adult - Undetermined Sex","Large (Greater than 2m)"
"2820","Atlantic Sharpnose Shark",2023,"Longline",27.0644,-83.6895,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Small (Less than 1m)"
"2821","Carcharhinid, Unidentified",2024,"Longline",27.1186,-83.3101,"Not Handled (Dropped Off)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Large (Greater than 2m)"
"2822","Dogfish, Smooth (Florida)",2019,"Longline",28.2846,-90.1138,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Unknown Maturity and/or Sex","Medium (Between 1m and 2m)"
"2823","Dogfish, Smooth (Florida)",2023,"Longline",25.2093,-83.8615,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Female","Medium (Between 1m and 2m)"
"2824","Tiger Shark",2023,"Longline",28.7859,-84.7317,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Known Juvenile","Medium (Between 1m and 2m)"
"2825","Blacknose Shark",2022,"Longline",27.1987,-83.4748,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Known Adult - Undetermined Sex","Medium (Between 1m and 2m)"
"2826","Dogfish, Smooth (Florida)",2019,"Longline",28.2186,-90.2441,"Brought on Board (Retained/Discarded)","Live - Healthy","Discarded - Live and Healthy (Not Vented)","Female","Small (Less than 1m)"
